,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
Norwegian Elkhound,"Norwegian Elkhounds are hardy, short-bodied dogs standing about 20 inches at the shoulder. They have a dense silver-gray coat and a tail curling tightly over the back. The deep chest, sturdy legs, and muscular thighs belong to a dog built for an honest day’s work. The eyes are a dark brown and the ears mobile and erect. Overall, an Elkhound is the picture of an alert and steadfast dog of the north.Elkhounds are famously fine companions and intelligent watchdogs. Agility and herding trials are good outlets for their natural athleticism and eagerness. Reserved until introductions are made, an Elkhound is a trustworthy friend ever after. These strong, confident dogs are truly sensitive souls, with a dash of houndy independence. The Norwegian Elkhound is a robust spitz type known for his lush silver-gray coat and dignified but friendly demeanor. The durable Elkhound is among Europe's oldest dogs. They sailed with the Vikings and figure in Norse art and legend.","Friendly, Confident, Dependable",97,49.53,52.07,21.772433760000002,24.947580350000003,12.0,15.0,Hound Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.6,Agreeable,0.8,Friendly
Norwegian Lundehund,"At a glance, Lundehunds seem a typical northern breed: A spitz type with triangular ears, curving tail, and a dense double coat. But a closer look reveals several unique traits. They have feet with at least six fully functioning toes and extra paw pads, an “elastic neck” that can crane back so the head touches the spine, ears that fold shut, and flexible shoulders that allow forelegs to extend to the side, perpendicular to the body. This last anomaly produces the breed’s distinctive “rotary” gait. From Norway’s rocky island of Vaeroy, the uniquely constructed Norwegian Lundehund is the only dog breed created for the job of puffin hunting. With puffins now a protected species, today’s Lundehund is a friendly, athletic companion.","Loyal, Energetic, Alert",191,30.48,38.1,9.071847400000001,13.6077711,12.0,15.0,Non-Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,0.6,Agreeable,0.4,Reserved with Strangers
Norwich Terrier,"Standing no more than 10 inches at the shoulder and weighing about 12 pounds, Norwich are among the smallest working terriers. Beneath the hard, wiry coat is a stocky, substantial dog. Norwiches are toy-sized but are not satin-pillow dogs—they were originally bred as tough and fearless ratters. They are distinguished from their doggy doppelganger, the Norfolk Terrier, by their erect, pointed ears.Happy-go-lucky, fearless, and sometimes even bossy, Norwiches are energetic enough to play fetch all day, but affectionate enough to enjoy hours of lap time with their favorite human. Short, positive training sessions work best with this clever but sometimes stubborn breed. Three words convey the overall dog: cute, cuter, and cutest. Norwich Terriers are plucky little earthdogs named for their hometown in England. The old cliché “a big dog in a small package” was coined for breeds like the Norwich, who can be oblivious to the fact that they are just 10 inches tall.","Affectionate, Alert, Curious",108,25.4,25.4,5.4431084400000005,5.4431084400000005,12.0,15.0,Terrier Group,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,0.6,Agreeable,0.8,Friendly
Nova Scotia Duck Tolling Retriever,"The little gundog with the big name is the smallest AKC retriever, standing ideally 18 or 19 inches at the shoulder. The Toller’s trademark is a coat of stunning crimson, ranging from golden red to a dark coppery color, with white markings. Strong and agile, Tollers are medium dogs: medium in size, bone, and coat length. The almond-shaped eyes project an alert expression.Tollers are upbeat athletes who require outlets for their boundless vigor: hunting, hiking, camping, and, of course, swimming (for which they are ideally suited, down to their webbed feet). Tollers are smart, handsome, affectionate companions, but these red tornadoes can be recommended only to those with enough time and energy to keep them usefully occupied. The smallest of the AKC’s retrievers, the Nova Scotia Duck Tolling Retriever is intelligent, affectionate, and eager to please. Play fetch with a tireless Toller until your right arm falls off, and he will ask you to throw left-handed.","Affectionate, Intelligent, Outgoing",83,43.18,53.34,15.875732950000002,22.6796185,12.0,14.0,Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,1.0,Needs Lots of Activity,0.8,Easy Training,0.8,Friendly
Old English Sheepdog,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10.0,12.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
Otterhound,"These big, bouncy hounds were ideally suited for otter hunting. OHs are built to be expert swimmers, from the top of their rough, waterproof coat to the bottom of their big webbed feet. A broad chest and powerful shoulders allow them to swim all day without tiring. Their large black nose is amazingly sensitive and could follow an otter’s underwater scent trail over great distances. And the OH’s size and strength enabled them to take on a sharp-toothed, razor-clawed otter that might weigh 20 pounds. Big, boisterous, and affectionate, the Otterhound was bred in medieval England for the now-outlawed activity of otter hunting. This scarce breed is known for his dense shaggy coat, webbed feet, acute sense of smell, and affinity for swimming.","Even-Tempered, Amiable, Boisterous",182,60.96,68.58,36.287389600000004,52.163122550000004,10.0,13.0,Hound Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
Papillon,"A tiny dog, measuring 8 to 11 inches at the shoulder, you can still spot a Papillon a block away thanks to the large, wing-shaped ears that give the breed its name (“papillon” is French for “butterfly”). Some Paps have erect ears; in others, known as the Phalene type, the ears are down. Paps are dainty and elegant, with a plumed tail, and a long, silky coat of several color combinations, the base color being white. More robust than they look, Paps are little dogs for all seasons and reasons. They thrive in warm or cool climates, in town or country, and are eager to join family fun. They are excellent agility dogs and are consistent winners at the sport’s highest levels; less ambitious owners can train them to do all kinds of tricks. The quick, curious Papillon is a toy dog of singular beauty and upbeat athleticism. Despite his refined appearance, the Pap is truly a “doggy dog” blessed with a hardy constitution. Papillon fanciers describe their breed as happy, alert, and friendly.","Friendly, Alert, Happy",54,20.32,27.94,2.2679618500000003,4.535923700000001,14.0,16.0,Toy Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,1.0,Eager to Please,1.0,Outgoing
Parson Russell Terrier,"PRTs stand 12–15 inches at the shoulder, and weigh 13–17 pounds when in peak condition. Their intelligent expression, mostly white coat, and beautifully balanced body give PRTs the adorable looks of a plush toy come to life. But don’t be fooled by all that cuteness—PRTs are tough little guys built for England’s traditional sport of foxhunting. They’re fast enough to follow the hounds and fearless enough to dig into the ground and flush a fox from his lair. The Parson Russell Terrier is a bold and clever terrier, swift enough to run with horses and fearless enough to dig in and flush a fox from his lair. Independent problem solvers, PRTs can have their own ideas on how to go about things.","Friendly, Clever, Athletic",117,33.02,35.56,5.8967008100000005,7.71107029,13.0,15.0,Terrier Group,0.4,Weekly Brushing,0.4,Occasional,1.0,Needs Lots of Activity,0.6,Agreeable,0.8,Friendly
Pekingese,"Pekingese are compact, stocky toy dogs weighing up to 14 pounds. The coat is longest at the neck and shoulders, giving Pekes their famous “lion’s mane.” Coats come in various reds, from a golden-red to darker shades. The large, short-muzzled head is a wider-than-long “envelope shaped” rectangle, and the eyes are large, dark, and sparkly. A unique feature of Pekes is their effortless “rolling” gait.Pekes are charming, confident companions who develop a tight bond with their favorite human. Bred to live in palaces, they can be as serenely independent as the emperors who owned them. (They’re “opinionated,” Peke people say.) Ever alert, they make good watchdogs. Pekes will tolerate kids but won’t stand for a lot of roughhousing. The Pekingese, a compact toy companion of regal bearing and a distinctive rolling gait, is one of several breeds created for the ruling classes of ancient China. These are sophisticated dogs of undying loyalty and many subtle delights.","Affectionate, Loyal, Regal in Manner",92,15.24,22.86,6.35029318,6.35029318,12.0,14.0,Toy Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.4,Calm,0.2,May be Stubborn,0.4,Reserved with Strangers
Pembroke Welsh Corgi,"At 10 to 12 inches at the shoulder and 27 to 30 pounds, a well-built male Pembroke presents a big dog in a small package. Short but powerful legs, muscular thighs, and a deep chest equip him for a hard day’s work. Built long and low, Pembrokes are surprisingly quick and agile. They can be red, sable, fawn, and black and tan, with or without white markings.The Pembroke is a bright, sensitive dog who enjoys play with his human family and responds well to training. As herders bred to move cattle, they are fearless and independent. They are vigilant watchdogs, with acute senses and a “big dog” bark. Families who can meet their bold but kindly Pembroke’s need for activity and togetherness will never have a more loyal, loving pet. Among the most agreeable of all small housedogs, the Pembroke Welsh Corgi is a strong, athletic, and lively little herder who is affectionate and companionable without being needy. They are one of the world's most popular herding breeds.","Affectionate, Smart, Alert",13,25.4,30.48,12.70058636,13.6077711,12.0,13.0,Herding Group,0.4,Weekly Brushing,0.8,Regularly,0.8,Energetic,0.6,Agreeable,1.0,Outgoing
